# ============================================================
# LOGS DE TRANSACOES FINANCEIRAS
# Periodo: 01/04/2026 a 25/05/2026
# Total de registros: 500
# Formato por linha:
# [AAAA-MM-DD HH:MM:SS] ID:<id> | TIPO:<tipo> | ORIGEM_NOME:<nome> | ORIGEM_DOC:<cpf_ou_cnpj> | DESTINO_NOME:<nome> | DESTINO_DOC:<cpf_ou_cnpj> | VALOR:R$ <valor> | BANCO_ORIGEM:<codigo> | BANCO_DESTINO:<codigo> | DISPOSITIVO:<dispositivo> | LOCALIZACAO:<cidade-UF> | DESCRICAO:<texto> | STATUS:<CONCLUIDA|FALHA>
# Observacao: campos podem aparecer vazios em alguns registros.
# ============================================================
[2026-04-01 02:32:39] ID:TRX00486 | TIPO:CARTAO_CREDITO_DIGITAL_MASTER | ORIGEM_NOME:Servicos GAMA SA | ORIGEM_DOC:86.826.866/0001-15 | DESTINO_NOME:MARKETPLACE OFFSHORE | DESTINO_DOC:95.479.235/0001-81 | VALOR:R$ 8.853,91 | BANCO_ORIGEM:001 | BANCO_DESTINO:380 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Curitiba-PR | DESCRICAO:Compra online | STATUS:CONCLUIDA
[2026-04-14 15:55:30] ID:TRX00271 | TIPO:DOC | ORIGEM_NOME:Vinicius Nascimento | ORIGEM_DOC:738.775.623-43 | DESTINO_NOME:Mariana Costa | DESTINO_DOC:271.841.802-53 | VALOR:R$ 560,12 | BANCO_ORIGEM:323 | BANCO_DESTINO:380 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Aracaju-SE | DESCRICAO:Restaurante | STATUS:CONCLUIDA
[2026-04-15 08:15:42] ID:TRX00197 | TIPO:TRANSFERENCIA_INTERNA | ORIGEM_NOME:Leonardo Pinto | ORIGEM_DOC:463.959.965-32 | DESTINO_NOME:Ricardo Nunes | DESTINO_DOC:280.342.706-50 | VALOR:R$ 677,32 | BANCO_ORIGEM:212 | BANCO_DESTINO:001 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Aracaju-SE | DESCRICAO:Assinatura streaming | STATUS:CONCLUIDA
[2026-04-15 12:26:50] ID:TRX00223 | TIPO:SAQUE | ORIGEM_NOME:Comercio BETA ME | ORIGEM_DOC:16.987.749/0001-84 | DESTINO_NOME:Mariana Costa | DESTINO_DOC:694.735.172-70 | VALOR:R$ 938,63 | BANCO_ORIGEM:380 | BANCO_DESTINO:260 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Salvador-BA | DESCRICAO:Pagamento servico | STATUS:CONCLUIDA
[2026-04-15 12:52:09] ID:TRX00048 | TIPO:TED | ORIGEM_NOME:Juliana Almeida | ORIGEM_DOC:549.227.579-98 | DESTINO_NOME:Aline Ramos | DESTINO_DOC:411.816.512-44 | VALOR:R$ 163,20 | BANCO_ORIGEM:260 | BANCO_DESTINO:380 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Aracaju-SE | DESCRICAO:Pagamento conta agua | STATUS:CONCLUIDA
[2026-04-15 13:05:44] ID:TRX00330 | TIPO:CARTAO_CREDITO_FISICO_MASTER | ORIGEM_NOME:Ricardo Nunes | ORIGEM_DOC:972.496.603-70 | DESTINO_NOME:Diego Araujo | DESTINO_DOC:240.267.297-38 | VALOR:R$ 348,21 | BANCO_ORIGEM:380 | BANCO_DESTINO:336 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Belem-PA | DESCRICAO:Restaurante | STATUS:CONCLUIDA
[2026-04-15 14:50:51] ID:TRX00258 | TIPO:CARTAO_CREDITO_DIGITAL_VISA | ORIGEM_NOME:Gabriel Martins | ORIGEM_DOC:666.995.668-28 | DESTINO_NOME:Aline Ramos | DESTINO_DOC:226.142.105-83 | VALOR:R$ 748,02 | BANCO_ORIGEM:077 | BANCO_DESTINO:104 | DISPOSITIVO:CAIXA_ELETRONICO | LOCALIZACAO:Belem-PA | DESCRICAO:Pagamento aluguel | STATUS:CONCLUIDA
[2026-04-15 15:00:00] ID:TRX00175 | TIPO:SAQUE | ORIGEM_NOME:Rafael Ferreira | ORIGEM_DOC:334.492.191-23 | DESTINO_NOME:Ricardo Nunes | DESTINO_DOC:205.420.476-48 | VALOR:R$ 2.045,52 | BANCO_ORIGEM:323 | BANCO_DESTINO:212 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Natal-RN | DESCRICAO:Salario | STATUS:CONCLUIDA
[2026-04-15 22:07:01] ID:TRX00342 | TIPO:TRANSFERENCIA_INTERNA | ORIGEM_NOME:Fernanda Gomes | ORIGEM_DOC:855.968.312-88 | DESTINO_NOME:Empresa ALFA LTDA | DESTINO_DOC:63.523.146/0001-52 | VALOR:R$ 41.462,77 | BANCO_ORIGEM:290 | BANCO_DESTINO:341 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Sao Paulo-SP | DESCRICAO:Transferencia urgente | STATUS:CONCLUIDA
[2026-04-16 09:09:12] ID:TRX00458 | TIPO:PIX | ORIGEM_NOME:Patricia Barbosa | ORIGEM_DOC:351.916.947-49 | DESTINO_NOME:Marcelo Vieira | DESTINO_DOC:575.597.673-65 | VALOR:R$ 10.000,00 | BANCO_ORIGEM:323 | BANCO_DESTINO:077 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Rio de Janeiro-RJ | DESCRICAO:Investimento | STATUS:CONCLUIDA
[2026-04-16 09:38:02] ID:TRX00135 | TIPO:CARTAO_CREDITO_FISICO_MASTER | ORIGEM_NOME:Leticia Batista | ORIGEM_DOC:549.339.652-37 | DESTINO_NOME:Maria Souza | DESTINO_DOC:872.984.894-17 | VALOR:R$ 1.500,50 | BANCO_ORIGEM:212 | BANCO_DESTINO:001 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Rio de Janeiro-RJ | DESCRICAO:Assinatura streaming | STATUS:CONCLUIDA
[2026-04-16 09:42:34] ID:TRX00308 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Carolina Mendes | ORIGEM_DOC:389.430.519-92 | DESTINO_NOME:Empresa ALFA LTDA | DESTINO_DOC:51.213.198/0001-76 | VALOR:R$ 486,83 | BANCO_ORIGEM:077 | BANCO_DESTINO:336 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Brasilia-DF | DESCRICAO:Reembolso | STATUS:CONCLUIDA
[2026-04-16 12:54:45] ID:TRX00138 | TIPO:DOC | ORIGEM_NOME:Henrique Pires | ORIGEM_DOC:642.237.497-41 | DESTINO_NOME:Gustavo Freitas | DESTINO_DOC:361.308.438-92 | VALOR:R$ 2.017,35 | BANCO_ORIGEM:001 | BANCO_DESTINO:341 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Sao Luis-MA | DESCRICAO:Compra eletronicos | STATUS:CONCLUIDA
[2026-04-16 13:23:24] ID:TRX00103 | TIPO:CARTAO_CREDITO_DIGITAL_MASTER | ORIGEM_NOME:Rafael Ferreira | ORIGEM_DOC:554.881.178-83 | DESTINO_NOME:Carlos Pereira | DESTINO_DOC:240.642.475-60 | VALOR:R$ 95,48 | BANCO_ORIGEM:104 | BANCO_DESTINO:077 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Belem-PA | DESCRICAO:Plano de saude | STATUS:CONCLUIDA
[2026-04-16 13:49:35] ID:TRX00022 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Camila Ribeiro | ORIGEM_DOC:522.125.283-52 | DESTINO_NOME:Loja EPSILON ME | DESTINO_DOC:62.921.785/0001-41 | VALOR:R$ 2.434,99 | BANCO_ORIGEM:212 | BANCO_DESTINO:104 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Curitiba-PR | DESCRICAO:Restaurante | STATUS:CONCLUIDA
[2026-04-16 14:17:53] ID:TRX00262 | TIPO:SAQUE | ORIGEM_NOME:Joao Silva | ORIGEM_DOC:467.893.412-72 | DESTINO_NOME:Isabela Moreira | DESTINO_DOC:664.211.279-92 | VALOR:R$ 348,75 | BANCO_ORIGEM:212 | BANCO_DESTINO:290 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Maceio-AL | DESCRICAO:Transferencia familiar | STATUS:CONCLUIDA
[2026-04-16 22:43:40] ID:TRX00361 | TIPO:TRANSFERENCIA_INTERNA | ORIGEM_NOME:Leticia Batista | ORIGEM_DOC:451.647.897-11 | DESTINO_NOME:Mariana Costa | DESTINO_DOC:580.564.624-70 | VALOR:R$ 10.216,52 | BANCO_ORIGEM:380 | BANCO_DESTINO:212 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Sao Luis-MA | DESCRICAO:Transferencia urgente | STATUS:CONCLUIDA
[2026-04-17 01:05:23] ID:TRX00482 | TIPO:CARTAO_CREDITO_DIGITAL_VISA | ORIGEM_NOME:Ana Oliveira | ORIGEM_DOC:510.732.539-86 | DESTINO_NOME:CRIPTO EXCHANGE LTDA | DESTINO_DOC:77.545.891/0001-68 | VALOR:R$ 3.262,78 | BANCO_ORIGEM:077 | BANCO_DESTINO:336 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Salvador-BA | DESCRICAO:Compra online | STATUS:CONCLUIDA
[2026-04-17 08:44:50] ID:TRX00247 | TIPO:PAGAMENTO_BOLETO | ORIGEM_NOME:Vinicius Nascimento | ORIGEM_DOC:730.988.791-81 | DESTINO_NOME:Loja EPSILON ME | DESTINO_DOC:38.860.762/0001-81 | VALOR:R$ 521,94 | BANCO_ORIGEM:341 | BANCO_DESTINO:001 | DISPOSITIVO:CAIXA_ELETRONICO | LOCALIZACAO:Maceio-AL | DESCRICAO:Pagamento fornecedor | STATUS:CONCLUIDA
[2026-04-17 10:01:25] ID:TRX00192 | TIPO:CARTAO_CREDITO_FISICO_MASTER | ORIGEM_NOME:Industria DELTA SA | ORIGEM_DOC:27.224.112/0001-17 | DESTINO_NOME:Amanda Dias | DESTINO_DOC:950.899.327-26 | VALOR:R$ 1.396,55 | BANCO_ORIGEM:341 | BANCO_DESTINO:237 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Maceio-AL | DESCRICAO:Pagamento fornecedor | STATUS:CONCLUIDA
[2026-04-17 11:37:04] ID:TRX00132 | TIPO:PIX | ORIGEM_NOME:Maria Souza | ORIGEM_DOC:583.132.393-62 | DESTINO_NOME:Marcelo Vieira | DESTINO_DOC:284.887.238-92 | VALOR:R$ 1.067,89 | BANCO_ORIGEM:212 | BANCO_DESTINO:033 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Rio de Janeiro-RJ | DESCRICAO:Salario | STATUS:CONCLUIDA
[2026-04-17 12:14:53] ID:TRX00208 | TIPO:PAGAMENTO_BOLETO | ORIGEM_NOME:Andre Lopes | ORIGEM_DOC:784.452.927-79 | DESTINO_NOME:Pedro Santos | DESTINO_DOC:523.874.703-39 | VALOR:R$ 1.417,15 | BANCO_ORIGEM:104 | BANCO_DESTINO:212 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Salvador-BA | DESCRICAO:Salario | STATUS:CONCLUIDA
[2026-04-17 16:21:51] ID:TRX00445 | TIPO:PIX | ORIGEM_NOME:Vanessa Marques | ORIGEM_DOC:659.118.882-14 | DESTINO_NOME:Priscila Monteiro | DESTINO_DOC:540.221.492-67 | VALOR:R$ 50.000,00 | BANCO_ORIGEM:290 | BANCO_DESTINO:323 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Maceio-AL | DESCRICAO:Investimento | STATUS:CONCLUIDA
[2026-04-17 17:03:38] ID:TRX00229 | TIPO:PIX | ORIGEM_NOME:Felipe Castro | ORIGEM_DOC:554.489.226-80 | DESTINO_NOME:Comercio BETA ME | DESTINO_DOC:42.585.818/0001-29 | VALOR:R$ 1.660,00 | BANCO_ORIGEM:077 | BANCO_DESTINO:001 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Salvador-BA | DESCRICAO:Compra online | STATUS:CONCLUIDA
[2026-04-17 17:37:46] ID:TRX00142 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Beatriz Lima | ORIGEM_DOC:953.351.611-80 | DESTINO_NOME:Maria Souza | DESTINO_DOC:770.801.445-42 | VALOR:R$ 748,55 | BANCO_ORIGEM:237 | BANCO_DESTINO:290 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Campinas-SP | DESCRICAO:Pagamento academia | STATUS:CONCLUIDA
[2026-04-18 00:14:11] ID:TRX00489 | TIPO:TED | ORIGEM_NOME:Ana Oliveira | ORIGEM_DOC:267.822.578-65 | DESTINO_NOME:Camila Ribeiro | DESTINO_DOC:218.606.141-66 | VALOR:R$ 8.004,14 | BANCO_ORIGEM:290 | BANCO_DESTINO:212 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Joao Pessoa-PB | DESCRICAO:Transferencia | STATUS:CONCLUIDA
[2026-04-18 08:51:23] ID:TRX00100 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Comercio BETA ME | ORIGEM_DOC:73.808.609/0001-57 | DESTINO_NOME:Isabela Moreira | DESTINO_DOC:916.631.373-20 | VALOR:R$ 2.225,37 | BANCO_ORIGEM:212 | BANCO_DESTINO:336 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Goiania-GO | DESCRICAO:Restaurante | STATUS:CONCLUIDA
[2026-04-18 10:07:01] ID:TRX00104 | TIPO:DOC | ORIGEM_NOME:Rodrigo Teixeira | ORIGEM_DOC:820.556.319-88 | DESTINO_NOME:Servicos GAMA SA | DESTINO_DOC:46.810.602/0001-35 | VALOR:R$ 1.255,12 | BANCO_ORIGEM:323 | BANCO_DESTINO:341 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Recife-PE | DESCRICAO:Pagamento conta luz | STATUS:CONCLUIDA
[2026-04-18 10:07:54] ID:TRX00068 | TIPO:CARTAO_CREDITO_FISICO_MASTER | ORIGEM_NOME:Ana Oliveira | ORIGEM_DOC:151.905.441-41 | DESTINO_NOME:Marcelo Vieira | DESTINO_DOC:228.905.678-36 | VALOR:R$ 242,81 | BANCO_ORIGEM:237 | BANCO_DESTINO:077 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Cuiaba-MT | DESCRICAO:Pagamento aluguel | STATUS:CONCLUIDA
[2026-04-18 11:41:47] ID:TRX00299 | TIPO:CARTAO_CREDITO_DIGITAL_VISA | ORIGEM_NOME:Loja EPSILON ME | ORIGEM_DOC:47.213.752/0001-68 | DESTINO_NOME:Industria DELTA SA | DESTINO_DOC:89.563.378/0001-99 | VALOR:R$ 2.024,89 | BANCO_ORIGEM:323 | BANCO_DESTINO:237 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Curitiba-PR | DESCRICAO:Compra supermercado | STATUS:CONCLUIDA
[2026-04-18 13:21:18] ID:TRX00244 | TIPO:CARTAO_CREDITO_FISICO_MASTER | ORIGEM_NOME:Loja EPSILON ME | ORIGEM_DOC:99.660.981/0001-50 | DESTINO_NOME:Patricia Barbosa | DESTINO_DOC:828.854.666-90 | VALOR:R$ 2.014,92 | BANCO_ORIGEM:104 | BANCO_DESTINO:323 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Teresina-PI | DESCRICAO:Pagamento conta agua | STATUS:CONCLUIDA
[2026-04-18 15:02:46] ID:TRX00311 | TIPO:TED | ORIGEM_NOME:Ana Oliveira | ORIGEM_DOC:842.336.644-59 | DESTINO_NOME:Empresa ALFA LTDA | DESTINO_DOC:34.297.638/0001-94 | VALOR:R$ 2.088,62 | BANCO_ORIGEM:033 | BANCO_DESTINO:237 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Salvador-BA | DESCRICAO:Pagamento fornecedor | STATUS:CONCLUIDA
[2026-04-18 19:25:05] ID:TRX00146 | TIPO:SAQUE | ORIGEM_NOME:Thiago Rocha | ORIGEM_DOC:800.947.968-20 | DESTINO_NOME:Carolina Mendes | DESTINO_DOC:769.978.765-14 | VALOR:R$ 2.398,86 | BANCO_ORIGEM:336 | BANCO_DESTINO:380 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Manaus-AM | DESCRICAO:Pagamento conta agua | STATUS:CONCLUIDA
[2026-04-18 20:32:57] ID:TRX00170 | TIPO:TED | ORIGEM_NOME:Vinicius Nascimento | ORIGEM_DOC:355.249.828-51 | DESTINO_NOME:Sabrina Andrade | DESTINO_DOC:948.353.879-96 | VALOR:R$ 351,94 | BANCO_ORIGEM:323 | BANCO_DESTINO:001 | DISPOSITIVO:CAIXA_ELETRONICO | LOCALIZACAO:Brasilia-DF | DESCRICAO:Compra supermercado | STATUS:CONCLUIDA
[2026-04-18 20:50:25] ID:TRX00156 | TIPO:SAQUE | ORIGEM_NOME:Rodrigo Teixeira | ORIGEM_DOC:798.886.663-13 | DESTINO_NOME:Renata Correia | DESTINO_DOC:844.572.825-36 | VALOR:R$ 298,01 | BANCO_ORIGEM:380 | BANCO_DESTINO:237 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Joao Pessoa-PB | DESCRICAO:Restaurante | STATUS:CONCLUIDA
[2026-04-19 05:31:24] ID:TRX00483 | TIPO:CARTAO_CREDITO_DIGITAL_VISA | ORIGEM_NOME:Diego Araujo | ORIGEM_DOC:830.308.295-44 | DESTINO_NOME:GAMES ONLINE STORE | DESTINO_DOC:86.320.943/0001-46 | VALOR:R$ 8.066,20 | BANCO_ORIGEM:212 | BANCO_DESTINO:077 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Fortaleza-CE | DESCRICAO:Compra online | STATUS:CONCLUIDA
[2026-04-19 07:14:18] ID:TRX00047 | TIPO:PAGAMENTO_BOLETO | ORIGEM_NOME:Ricardo Nunes | ORIGEM_DOC:906.910.740-85 | DESTINO_NOME:Gustavo Freitas | DESTINO_DOC:777.923.302-64 | VALOR:R$ 1.761,92 | BANCO_ORIGEM:336 | BANCO_DESTINO:033 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Manaus-AM | DESCRICAO:Pagamento conta luz | STATUS:CONCLUIDA
[2026-04-19 07:17:14] ID:TRX00167 | TIPO:CARTAO_CREDITO_DIGITAL_VISA | ORIGEM_NOME:Maria Souza | ORIGEM_DOC:623.215.686-24 | DESTINO_NOME:Patricia Barbosa | DESTINO_DOC:374.893.656-56 | VALOR:R$ 732,35 | BANCO_ORIGEM:336 | BANCO_DESTINO:380 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Natal-RN | DESCRICAO:Compra eletronicos | STATUS:CONCLUIDA
[2026-04-19 10:52:58] ID:TRX00136 | TIPO:CARTAO_CREDITO_DIGITAL_MASTER | ORIGEM_NOME:Rafael Ferreira | ORIGEM_DOC:997.246.776-76 | DESTINO_NOME:Priscila Monteiro | DESTINO_DOC:326.523.407-45 | VALOR:R$ 807,48 | BANCO_ORIGEM:380 | BANCO_DESTINO:077 | DISPOSITIVO:CAIXA_ELETRONICO | LOCALIZACAO:Manaus-AM | DESCRICAO:Pagamento conta agua | STATUS:CONCLUIDA
[2026-04-19 11:15:06] ID:TRX00206 | TIPO:PIX | ORIGEM_NOME:Thiago Rocha | ORIGEM_DOC:103.537.189-47 | DESTINO_NOME:Industria DELTA SA | DESTINO_DOC:94.740.714/0001-71 | VALOR:R$ 991,36 | BANCO_ORIGEM:341 | BANCO_DESTINO:336 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Rio de Janeiro-RJ | DESCRICAO:Plano de saude | STATUS:CONCLUIDA
[2026-04-19 13:26:49] ID:TRX00087 | TIPO:SAQUE | ORIGEM_NOME:Carolina Mendes | ORIGEM_DOC:437.196.671-96 | DESTINO_NOME:Felipe Castro | DESTINO_DOC:495.390.358-94 | VALOR:R$ 1.702,06 | BANCO_ORIGEM:001 | BANCO_DESTINO:077 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Goiania-GO | DESCRICAO:Salario | STATUS:CONCLUIDA
[2026-04-19 14:38:56] ID:TRX00114 | TIPO:CARTAO_CREDITO_FISICO_MASTER | ORIGEM_NOME:Ana Oliveira | ORIGEM_DOC:844.474.882-61 | DESTINO_NOME:Carlos Pereira | DESTINO_DOC:474.146.510-16 | VALOR:R$ 725,08 | BANCO_ORIGEM:001 | BANCO_DESTINO:033 | DISPOSITIVO:POS_FISICO | LOCALIZACAO:Brasilia-DF | DESCRICAO:Pagamento conta luz | STATUS:CONCLUIDA
[2026-04-19 16:04:57] ID:TRX00261 | TIPO:TRANSFERENCIA_INTERNA | ORIGEM_NOME:Patricia Barbosa | ORIGEM_DOC:256.679.680-56 | DESTINO_NOME:Lucas Rodrigues | DESTINO_DOC:927.423.538-31 | VALOR:R$ 804,70 | BANCO_ORIGEM:336 | BANCO_DESTINO:290 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Porto Alegre-RS | DESCRICAO:Pagamento academia | STATUS:CONCLUIDA
[2026-04-19 16:19:22] ID:TRX00075 | TIPO:TED | ORIGEM_NOME:Bianca Cavalcanti | ORIGEM_DOC:967.210.458-81 | DESTINO_NOME:Ana Oliveira | DESTINO_DOC:476.217.880-45 | VALOR:R$ 1.451,13 | BANCO_ORIGEM:237 | BANCO_DESTINO:104 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Natal-RN | DESCRICAO:Farmacia | STATUS:CONCLUIDA
[2026-04-19 19:15:45] ID:TRX00151 | TIPO:TED | ORIGEM_NOME:Mariana Costa | ORIGEM_DOC:424.469.209-21 | DESTINO_NOME:Empresa ALFA LTDA | DESTINO_DOC:10.415.555/0001-56 | VALOR:R$ 218,86 | BANCO_ORIGEM:104 | BANCO_DESTINO:323 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Brasilia-DF | DESCRICAO:Assinatura streaming | STATUS:CONCLUIDA
[2026-04-19 23:46:50] ID:TRX00362 | TIPO:PIX | ORIGEM_NOME:Leonardo Pinto | ORIGEM_DOC:692.273.686-16 | DESTINO_NOME:Vinicius Nascimento | DESTINO_DOC:772.398.928-89 | VALOR:R$ 34.430,60 | BANCO_ORIGEM:001 | BANCO_DESTINO:260 | DISPOSITIVO:WEB_INTERNET_BANKING | LOCALIZACAO:Belo Horizonte-MG | DESCRICAO:Transferencia urgente | STATUS:CONCLUIDA
[2026-04-20 05:43:55] ID:TRX00471 | TIPO:PIX | ORIGEM_NOME:Pedro Santos | ORIGEM_DOC:961.857.778-16 | DESTINO_NOME:Industria DELTA SA | DESTINO_DOC:40.359.665/0001-59 | VALOR:R$ 4.098,48 | BANCO_ORIGEM:237 | BANCO_DESTINO:336 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Campinas-SP | DESCRICAO:Transferencia | STATUS:FALHA
[2026-04-20 05:44:00] ID:TRX00472 | TIPO:PIX | ORIGEM_NOME:Pedro Santos | ORIGEM_DOC:961.857.778-16 | DESTINO_NOME:Industria DELTA SA | DESTINO_DOC:40.359.665/0001-59 | VALOR:R$ 4.098,48 | BANCO_ORIGEM:323 | BANCO_DESTINO:260 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Porto Alegre-RS | DESCRICAO:Transferencia | STATUS:FALHA
[2026-04-20 05:45:05] ID:TRX00473 | TIPO:PIX | ORIGEM_NOME:Pedro Santos | ORIGEM_DOC:961.857.778-16 | DESTINO_NOME:Industria DELTA SA | DESTINO_DOC:40.359.665/0001-59 | VALOR:R$ 4.098,48 | BANCO_ORIGEM:237 | BANCO_DESTINO:260 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Fortaleza-CE | DESCRICAO:Transferencia | STATUS:FALHA
[2026-04-20 05:46:55] ID:TRX00474 | TIPO:PIX | ORIGEM_NOME:Pedro Santos | ORIGEM_DOC:961.857.778-16 | DESTINO_NOME:Industria DELTA SA | DESTINO_DOC:40.359.665/0001-59 | VALOR:R$ 4.098,48 | BANCO_ORIGEM:104 | BANCO_DESTINO:336 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Goiania-GO | DESCRICAO:Transferencia | STATUS:CONCLUIDA
[2026-04-20 09:00:29] ID:TRX00018 | TIPO:CARTAO_CREDITO_DIGITAL_MASTER | ORIGEM_NOME:Servicos GAMA SA | ORIGEM_DOC:43.235.457/0001-18 | DESTINO_NOME:Comercio BETA ME | DESTINO_DOC:41.478.391/0001-30 | VALOR:R$ 2.496,16 | BANCO_ORIGEM:033 | BANCO_DESTINO:033 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Fortaleza-CE | DESCRICAO:Pagamento freelancer | STATUS:CONCLUIDA
[2026-04-20 11:51:09] ID:TRX00181 | TIPO:CARTAO_CREDITO_DIGITAL_VISA | ORIGEM_NOME:Larissa Cardoso | ORIGEM_DOC:815.547.847-40 | DESTINO_NOME:Mariana Costa | DESTINO_DOC:159.350.188-65 | VALOR:R$ 826,97 | BANCO_ORIGEM:380 | BANCO_DESTINO:077 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Belo Horizonte-MG | DESCRICAO:Pagamento conta agua | STATUS:CONCLUIDA
[2026-04-20 12:28:40] ID:TRX00295 | TIPO:DOC | ORIGEM_NOME:Comercio BETA ME | ORIGEM_DOC:70.578.991/0001-79 | DESTINO_NOME:Felipe Castro | DESTINO_DOC:378.661.555-27 | VALOR:R$ 341,22 | BANCO_ORIGEM:104 | BANCO_DESTINO:001 | DISPOSITIVO:APP_MOBILE | LOCALIZACAO:Belem-PA | DESCRICAO:Mensalidade escolar | STATUS:CONCLUIDA
[2026-04-20 13:25:44] ID:TRX00026 | TIPO:PAGAMENTO_BOLETO | ORIGEM_NOME:Amanda Dias | ORIGEM_DOC:730.682.408-61 | DESTINO_NOME:Priscila Monteiro | DESTINO_DOC:661.953.100-48 | VALOR:R$ 1.392,72 | BANCO_ORIGEM:237 | BANCO_DESTINO:323 | DISPOSITIVO:AGENCIA_FISICA | LOCALIZACAO:Campinas-SP | DESCRICAO:Restaurante | STATUS:CONCLUIDA
[2026-04-20 15:23:29] ID:TRX00301 | TIPO:PIX | ORIGEM_NOME:Isabela Moreira | ORIGEM_DOC:656.581.285-34 | DESTINO_NOME:Bianca Cavalcanti | DESTINO_DOC:961.356.936-58 | VALOR:R$ 835,67 | BANCO_ORIGEM:104 | BANCO_DESTINO:001 | DISPOSITIVO:CAIXA_ELETRONICO | LOCALIZACAO:Campinas-SP | DESCRICAO:Salario | STATUS:CONCLUIDA
[2026-04-20 16:17:51] ID:TRX00326 | TIPO:PIX | ORIGEM_NOME:Leonardo Pinto | ORIGEM_DOC:255.449.502-94 | DESTINO_NOME:Comercio BETA ME | DESTINO_DOC:27.189.847/0001-58 | VALOR:R$ 1.570,09 | BANCO_ORIGEM:323 | BANCO_DESTINO:001 | DISPOSITIVO:POS_DIGITAL | LOCALIZACAO:Recife-PE | DESCRICAO:Farmacia | STATUS:CONCLUIDA
[2026-04-20 16:27:34] ID:TRX00134 | TIPO:CARTAO_CREDITO_FISICO_VISA | ORIGEM_NOME:Joao Silva | ORIGEM_DOC:293.996.842-24 | DESTINO_NOME:Pedro Santos | DESTINO_DOC:132.928.776-63 | VALOR:R$ 2.061,05 | BANCO_ORIGEM:237 | BANCO_DESTINO:336 | DISPOSITIVO:CAIXA_ELETRONICO | LOCALIZACAO:Brasilia-DF | DESCRICAO:Pagamento conta luz | STATUS:CONCLUIDA
